# Hour	Dry Bulb Temperature {C}	Direct Normal Radiation {Wh/m2}	Diffuse Horizontal Radiation {Wh/m2}
12	24	541	221
13	24.4	574	198
14	24.5	645	146
15	24.2	669	103
16	23.3	546	81
17	22.2	43	39
18	20.8	0	0
19	20.3	0	0
20	19.6	0	0
21	19.5	0	0
22	18.9	0	0
23	18.6	0	0
24	18	0	0
1	18.2	0	0
2	17.8	0	0
3	17.7	0	0
4	16.7	0	0
5	16.4	0	0
6	16	0	0
7	16.8	33	29
8	17.7	675	60
9	19	825	67
10	20.3	810	95
11	21.7	738	137
12	23.3	697	159
13	23.6	731	138
14	23.8	804	95
15	22.9	831	64
16	22.8	714	54
17	21.8	44	32
18	20.8	0	0
19	19.6	0	0
20	18.8	0	0
21	18.8	0	0
22	17.7	0	0
23	17.3	0	0
24	15.9	0	0
1	16.4	0	0
2	15.9	0	0
3	16.5	0	0
4	15.4	0	0
5	15.5	0	0
6	15.7	0	0
7	17.1	33	30
8	18.4	639	65
9	20	791	75
10	21.5	777	105
11	22.9	705	149
12	23.6	664	172
13	24.4	697	151
14	24.4	771	105
15	24.7	798	72
16	23.2	679	60
17	22.4	45	34
18	21	0	0
19	20.5	0	0
20	19.7	0	0
21	18.7	0	0
22	18.5	0	0
23	18	0	0
24	17.8	0	0
1	17.6	0	0
2	17	0	0
3	17.2	0	0
4	15.3	0	0
5	15	0	0
6	14.4	0	0
7	16.1	32	31
8	17.2	612	69
9	18.5	765	81
10	20.1	752	113
11	21.4	680	158
12	23	639	182
13	22.8	672	161
14	22.8	745	114
15	22.2	772	78
16	21.8	653	64
17	21	44	35
18	20	0	0
19	19.6	0	0
20	19	0	0
21	18.2	0	0
22	17.8	0	0
23	17	0	0
24	17.2	0	0
1	14.6	0	0
2	13.2	0	0
3	10.7	0	0
4	11.3	0	0
5	11.2	0	0
6	12.4	0	0
7	13.3	32	31
8	15.4	618	68
9	18	772	79
10	20.2	759	111
11	22.4	687	156
12	23.7	645	180
13	24.9	677	159
14	25.1	750	112
15	24.6	778	77
16	23.6	661	63
17	22.4	45	35
18	21.1	0	0
19	20	0	0
20	18.9	0	0
21	18.5	0	0
22	17.2	0	0
23	16.3	0	0
24	14.5	0	0
1	14.4	0	0
2	13.5	0	0
3	13.8	0	0
4	12.4	0	0
5	12.7	0	0
6	13	0	0
7	15.4	32	31
8	17.5	606	70
9	20.2	760	82
10	22.1	748	114
11	23.9	675	160
12	25	633	185
13	25.7	665	164
14	25.5	738	116
15	25	766	80
16	23.8	649	65
17	22.6	46	36
18	21	0	0
19	20.5	0	0
20	19.7	0	0
21	20	0	0
22	18.2	0	0
23	17.4	0	0
24	14.9	0	0
1	15.4	0	0
2	14.5	0	0
3	15	0	0
4	13.6	0	0
5	13.9	0	0
6	14.1	0	0
7	16.2	32	37
8	18	388	105
9	20.1	533	139
10	21.9	529	187
11	23.5	468	241
12	25	433	267
13	25.1	459	244
14	24.9	522	189
15	23.8	544	137
16	23.5	431	102
17	22.6	47	45
18	22	0	0
19	21.3	0	0
20	21	0	0
21	21.5	0	0
22	21	0	0
23	21	0	0
24	20.1	0	0
1	20.6	0	0
2	20.3	0	0
3	20	0	0
4	19.6	0	0
5	19.4	0	0
6	20	0	0
7	19.9	20	34
8	20.5	74	132
9	20.8	119	223
10	22.3	128	294
11	23	117	341
12	23.9	110	358
13	23.6	115	342
14	23.4	127	297
15	22.4	125	228
16	22.3	87	141
17	21.7	29	44
18	21.8	0	0
19	20.9	0	0
20	20.9	0	0
21	20.6	0	0
22	20.9	0	0
23	20.8	0	0
24	20.1	0	0
1	19.9	0	0
2	19.2	0	0
3	18.9	0	0
4	17.7	0	0
5	17.3	0	0
6	17	0	0
7	17.6	32	38
8	18.4	295	118
9	19.3	424	168
10	21	425	222
11	22.4	373	278
12	24	343	302
13	24.2	365	281
14	24.5	417	226
15	24	434	168
16	23.6	334	119
17	22.6	48	48
18	21.5	0	0
19	20.6	0	0
20	19.7	0	0
21	19.2	0	0
22	18.6	0	0
23	18.2	0	0
24	18	0	0
1	17.7	0	0
2	17.5	0	0
3	16.8	0	0
4	16.9	0	0
5	16.8	0	0
6	17.2	0	0
7	17.5	3	19
8	18.3	7	84
9	19.6	11	160
10	20.6	14	223
11	21.8	15	263
12	22.3	15	277
13	23.1	15	264
14	23.1	14	225
15	22.7	12	165
16	21.7	8	92
17	20.6	4	26
18	19.6	0	0
19	18.7	0	0
20	18.2	0	0
21	18.1	0	0
22	18.1	0	0
23	18.4	0	0
24	18.4	0	0
1	18.8	0	0
2	19	0	0
3	19.2	0	0
4	19	0	0
5	19	0	0
6	19	0	0
7	19.6	29	36
8	20.3	116	135
9	21.4	183	220
10	22.6	192	288
11	23.8	171	338
12	25	158	357
13	25.6	167	341
14	25.9	189	292
15	25.5	190	224
16	25	136	144
17	24.1	42	48
18	23.1	0	0
19	22	0	0
20	21.2	0	0
21	20.8	0	0
22	20.4	0	0
23	20.3	0	0
24	20.1	0	0
1	20.2	0	0
2	20	0	0
3	19.9	0	0
4	19.5	0	0
5	19.4	0	0
6	19.6	0	0
7	19.6	8	27
8	20.1	22	111
9	20.4	36	202
10	21.9	42	272
11	22.9	41	315
12	24.1	40	330
13	24.5	41	316
14	24.8	42	275
15	25.1	38	208
16	24.5	26	122
17	23.9	12	36
18	22.8	0	0
19	22.4	0	0
20	21.6	0	0
21	20.7	0	0
22	20.2	0	0
23	19.5	0	0
24	19.8	0	0
1	18.1	0	0
2	17.4	0	0
3	16	0	0
4	16.6	0	0
5	16.7	0	0
6	17.8	0	0
7	18.4	33	37
8	19.8	397	104
9	21.2	545	137
10	22.7	540	185
11	23.9	476	240
12	24.2	439	267
13	24.8	464	246
14	24.5	526	191
15	24.5	551	138
16	23	443	103
17	22.1	52	48
18	20.9	0	0
19	20.8	0	0
20	20.4	0	0
21	20	0	0
22	19.9	0	0
23	19.4	0	0
24	19.2	0	0
1	17.9	0	0
2	16.7	0	0
3	15.7	0	0
4	14.6	0	0
5	14.1	0	0
6	13.7	0	0
7	15.2	33	30
8	16.8	648	65
9	19.4	802	73
10	20.9	789	103
11	22.9	714	148
12	24.1	668	174
13	25.1	698	154
14	25.2	771	108
15	24.5	802	73
16	23.4	694	61
17	22.1	53	38
18	20.6	0	0
19	19.4	0	0
20	18.4	0	0
21	18	0	0
22	16.9	0	0
23	16.3	0	0
24	15	0	0
1	14.8	0	0
2	14	0	0
3	14	0	0
4	12.9	0	0
5	13.1	0	0
6	13.9	0	0
7	15.2	33	30
8	17	660	63
9	18.3	814	71
10	21.2	800	100
11	23.1	725	144
12	25	679	170
13	25.1	708	151
14	25.2	781	106
15	25	813	71
16	23.8	706	59
17	22.7	54	37
18	20.7	0	0
19	20.2	0	0
20	19	0	0
21	18.2	0	0
22	16.7	0	0
23	15.5	0	0
24	14.3	0	0
1	12.8	0	0
2	11.7	0	0
3	11.4	0	0
4	10.6	0	0
5	11.1	0	0
6	10.9	0	0
7	14	33	30
8	16.2	672	61
9	19.7	825	68
10	20.9	811	97
11	22.8	736	141
12	24	689	166
13	24.5	718	147
14	24.3	791	103
15	23	824	69
16	22.5	718	57
17	21.3	55	37
18	20	0	0
19	19	0	0
20	18	0	0
21	18.2	0	0
22	16.1	0	0
23	15	0	0
24	12.2	0	0
1	12.6	0	0
2	11.2	0	0
3	11.6	0	0
4	9.6	0	0
5	9.8	0	0
6	10.1	0	0
7	12.3	34	30
8	14.5	666	62
9	17	820	70
10	19.1	806	99
11	20.9	730	143
12	21.9	683	169
13	22.5	712	150
14	22.3	785	105
15	21.7	818	71
16	20.6	713	58
17	19.6	55	38
18	18.8	0	0
19	17.7	0	0
20	16.9	0	0
21	16.1	0	0
22	15.3	0	0
23	14.1	0	0
24	11.9	0	0
1	11.2	0	0
2	9.7	0	0
3	10	0	0
4	7.6	0	0
5	7.6	0	0
6	6.9	0	0
7	10.2	34	30
8	12.6	664	63
9	16.2	818	71
10	18.4	804	100
11	21	728	145
12	23	681	171
13	23.9	709	152
14	24.1	782	106
15	23.2	816	72
16	22.3	711	59
17	20.8	56	39
18	19.2	0	0
19	17.8	0	0
20	16.5	0	0
21	15.9	0	0
22	14.3	0	0
23	13.2	0	0
24	11.1	0	0
1	10.9	0	0
2	9.7	0	0
3	9.8	0	0
4	8.3	0	0
5	8.5	0	0
6	8.9	0	0
7	11.3	34	31
8	13.7	655	64
9	16.6	809	73
10	19.4	795	103
11	21.8	719	148
12	24	671	175
13	24.6	700	156
14	24.8	773	110
15	23.8	807	74
16	23.1	703	61
17	21.7	57	40
18	20.1	0	0
19	18.9	0	0
20	17.8	0	0
21	17.6	0	0
22	15.7	0	0
23	14.7	0	0
24	12.2	0	0
1	12.1	0	0
2	10.9	0	0
3	11.1	0	0
4	9.5	0	0
5	9.7	0	0
6	9.8	0	0
7	12.2	35	31
8	14.5	649	66
9	17.3	803	74
10	19.7	789	105
11	22	713	151
12	24.1	665	178
13	24.6	693	159
14	24.8	767	112
15	23.6	800	76
16	23.2	697	62
17	22	59	40
18	20.9	0	0
19	19.4	0	0
20	18.3	0	0
21	17.9	0	0
22	16.7	0	0
23	15.8	0	0
24	14.1	0	0
1	13.9	0	0
2	13	0	0
3	13	0	0
4	12	0	0
5	12.2	0	0
6	12.8	0	0
7	14.6	35	31
8	16.6	660	64
9	19	813	72
10	21.3	798	102
11	23.3	722	148
12	24.8	674	175
13	25.5	702	156
14	25.6	776	110
15	24.8	810	74
16	23.8	708	61
17	22.5	60	40
18	21.2	0	0
19	19.6	0	0
20	18.3	0	0
21	17.2	0	0
22	16.3	0	0
23	15.4	0	0
24	14.2	0	0
1	13.8	0	0
2	13	0	0
3	13.2	0	0
4	12.4	0	0
5	12.8	0	0
6	13.3	0	0
7	15.3	35	32
8	17.2	632	69
9	19.4	786	79
10	21.4	772	111
11	23.1	695	159
12	24.5	647	187
13	25	675	167
14	25	749	119
15	24.5	783	81
16	23.6	681	66
17	22.7	61	42
18	21.2	0	0
19	20.8	0	0
20	20	0	0
21	20.1	0	0
22	18.4	0	0
23	17.5	0	0
24	15.3	0	0
1	15.3	0	0
2	14.1	0	0
3	14.5	0	0
4	12.7	0	0
5	12.9	0	0
6	12.7	0	0
7	15.4	36	33
8	17.5	638	68
9	20.6	791	78
10	22.2	777	110
11	24.1	700	158
12	25.2	652	186
13	26.1	680	166
14	26	753	118
15	25.4	788	80
16	24.3	687	65
17	23.1	62	42
18	21.8	0	0
19	20.9	0	0
20	20	0	0
21	19.6	0	0
22	18.7	0	0
23	18.1	0	0
24	17	0	0
1	16.5	0	0
2	15.9	0	0
3	15.8	0	0
4	15.5	0	0
5	15.8	0	0
6	16	0	0
7	17.9	37	37
8	19.5	508	90
9	21.8	662	111
10	22.8	651	152
11	24.2	577	207
12	25	532	237
13	25.6	558	216
14	25.5	629	162
15	25	662	114
16	24.1	558	88
17	23.1	63	50
18	21.6	0	0
19	21.2	0	0
20	20.4	0	0
21	20.7	0	0
22	19.1	0	0
23	18.6	0	0
24	17.6	0	0
1	17.4	0	0
2	17	0	0
3	16	0	0
4	16.9	0	0
5	17.3	0	0
6	19.1	0	0
7	18.9	37	35
8	20.1	595	76
9	21.2	748	89
10	22.7	734	124
11	23.9	658	175
12	23.9	610	205
13	25.2	638	184
14	25.3	711	133
15	26	746	91
16	24.8	644	73
17	24.2	64	46
18	23.7	0	0
19	23.1	0	0
20	22.7	0	0
21	21.6	0	0
22	21.6	0	0
23	21	0	0
24	20.4	0	0
1	19.2	0	0
2	18.2	0	0
3	17.8	0	0
4	16.4	0	0
5	15.9	0	0
6	15.1	0	0
7	16.1	38	32
8	16.8	687	62
9	17.9	836	69
10	19.3	820	98
11	20.6	743	143
12	22.2	694	170
13	22.8	722	151
14	23.3	796	106
15	23.6	832	70
16	23	734	58
17	22.1	65	41
18	20.1	0	0
19	19.5	0	0
20	17.9	0	0
21	17	0	0
22	14.6	0	0
23	13.1	0	0
24	11.5	0	0
1	10.9	0	0
2	10	0	0
3	9.8	0	0
4	9.3	0	0
5	9.7	0	0
6	10.6	0	0
7	12.3	38	31
8	14.3	708	59
9	16.4	855	65
10	18.2	839	93
11	19.9	761	137
12	20.8	712	164
13	21.5	740	145
14	21.5	814	100
15	21.3	851	66
16	20.2	754	55
17	19.2	66	40
18	18	0	0
19	17	0	0
20	16	0	0
21	14.9	0	0
22	13.7	0	0
23	12.5	0	0
24	10.9	0	0
1	9.9	0	0
2	8.7	0	0
3	8.8	0	0
4	7.6	0	0
5	8.1	0	0
6	8.3	0	0
7	11.3	39	33
8	13.6	680	64
9	16.9	829	71
10	18.5	812	101
11	20.4	734	148
12	21.2	685	175
13	22.1	713	156
14	22	788	109
15	21.6	825	73
16	20.6	728	60
17	19.8	67	42
18	19.2	0	0
19	18.6	0	0
20	18.2	0	0
21	17.3	0	0
22	17.4	0	0
23	16.7	0	0
24	16.8	0	0
1	14.8	0	0
2	13.7	0	0
3	11.7	0	0
4	12.3	0	0
5	12.5	0	0
6	14	0	0
7	14.8	40	42
8	16.8	442	104
9	19	588	133
10	21.2	578	181
11	23	508	240
12	24	465	271
13	24.7	489	249
14	24.6	556	192
15	24	589	137
16	23.1	490	104
17	22.2	68	56
18	21.6	0	1
19	20.9	0	0
20	20.7	0	0
21	20.7	0	0
22	20.5	0	0
23	20.4	0	0
24	19.7	0	0
1	19.6	0	0
2	19.2	0	0
3	18.8	0	0
4	18.3	0	0
5	18.1	0	0
6	17.5	0	0
7	18.2	2	17
8	18.7	3	70
9	20.3	5	135
10	20	6	193
11	20.7	7	232
12	20.4	7	245
13	21.3	7	232
14	21.2	6	195
15	20.7	5	140
16	20.3	3	78
17	19.8	2	24
18	20	0	0
19	19.2	0	0
20	19.2	0	0
21	19.2	0	0
22	19.4	0	0
23	19.5	0	0
24	19	0	0
1	19	0	0
2	18.7	0	0
3	18.5	0	0
4	18.1	0	0
5	17.9	0	0
6	18.1	0	0
7	18.3	41	41
8	19	521	92
9	19.7	670	112
10	21.5	657	155
11	23	582	211
12	24.8	536	242
13	25.6	562	221
14	26.4	634	165
15	26.5	670	115
16	26.5	571	90
17	25.8	200	53
18	24.7	0	1
19	23.4	0	0
20	22	0	0
21	21.1	0	0
22	19.5	0	0
23	18.5	0	0
24	16.9	0	0
1	17.4	0	0
2	17	0	0
3	18	0	0
4	16.9	0	0
5	17.2	0	0
6	17	0	0
7	18.4	42	42
8	19.3	481	99
9	20.4	628	125
10	21.3	615	170
11	22.2	542	229
12	22.9	498	260
13	23.4	523	238
14	23.5	593	180
15	23.6	628	128
16	22.8	530	98
17	22.1	184	56
18	20.6	0	1
19	20.3	0	0
20	19.3	0	0
21	19	0	0
22	17.4	0	0
23	16.5	0	0
24	15	0	0
1	14.8	0	0
2	14.1	0	0
3	14.3	0	0
4	13.6	0	0
5	14	0	0
6	14.3	0	0
7	16	43	40
8	17.4	605	79
9	19.2	753	92
10	20.6	736	129
11	21.8	658	182
12	22.8	610	212
13	23.1	638	191
14	23	713	138
15	22.5	751	94
16	22	654	75
17	21.4	238	50
18	20.7	0	1
19	20.4	0	0
20	20.3	0	0
21	20.7	0	0
22	20.6	0	0
23	20.9	0	0
24	20.9	0	0
1	21.3	0	0
2	21.1	0	0
3	20.6	0	0
4	20.4	0	0
5	20.1	0	0
6	20.7	0	0
7	20.4	44	48
8	21	301	131
9	21.4	422	183
10	22.7	417	244
11	23.5	361	305
12	24	328	333
13	24.5	347	312
14	24.5	401	253
15	24.8	426	188
16	23.7	342	135
17	23.1	116	64
18	21.8	0	1
19	21.3	0	0
20	20	0	0
21	19	0	0
22	17.7	0	0
23	16.8	0	0
24	16.1	0	0
1	16.4	0	0
2	15.4	0	0
3	16	0	0
4	13.6	0	0
5	13.4	0	0
6	13.5	0	0
7	15.1	48	40
8	16.6	662	71
9	17.8	805	80
10	19.9	785	114
11	21.3	706	165
12	22.8	658	194
13	22.7	687	173
14	22.6	763	122
15	22	802	82
16	21.4	708	67
17	20.5	266	47
18	19.4	0	1
19	18.8	0	0
20	18.2	0	0
21	17.9	0	0
22	17.1	0	0
23	16.4	0	0
24	15.4	0	0
1	14.9	0	0
2	14	0	0
3	13.3	0	0
4	12.7	0	0
5	12.7	0	0
6	13.5	0	0
7	14.6	49	44
8	16.4	593	83
9	18.2	737	98
10	20.5	718	138
11	22.3	640	193
12	23.8	593	224
13	24.4	621	202
14	24.4	697	146
15	23.9	736	100
16	23	641	80
17	22	235	53
18	21	0	1
19	20.2	0	0
20	19.6	0	0
21	19.1	0	0
22	19.1	0	0
23	18.8	0	0
24	18.6	0	0
1	18.2	0	0
2	17.6	0	0
3	17.1	0	0
4	16.3	0	0
5	16.1	0	0
6	15.7	0	0
7	17.1	50	51
8	18.5	322	132
9	21.2	444	181
10	21.9	436	242
11	23.5	377	304
12	23.7	343	333
13	25.1	364	311
14	25	421	251
15	24.6	449	185
16	23.3	364	134
17	22.2	126	66
18	21.5	0	1
19	20.7	0	0
20	20.4	0	0
21	20.6	0	0
22	20.7	0	0
23	20.9	0	0
24	20.2	0	0
1	20.6	0	0
2	20.1	0	0
3	20	0	0
4	18.6	0	0
5	18	0	0
6	17.9	0	0
7	18.2	52	52
8	19.2	277	140
9	19.7	389	198
10	22.1	383	262
11	23.6	330	324
12	26	300	352
13	25.7	319	330
14	25.8	370	270
15	24.6	394	202
16	24.5	315	144
17	23.4	110	67
18	22.4	0	1
19	21.4	0	0
20	20.9	0	0
21	21.1	0	0
22	20.8	0	0
23	21	0	0
24	20.6	0	0
1	21.1	0	0
2	20.8	0	0
3	20.9	0	0
4	19.9	0	0
5	19.5	0	0
6	19.1	0	0
7	19.6	53	49
8	20.1	510	101
9	20.9	650	125
10	22	632	171
11	23	557	232
12	24.1	512	263
13	24.4	541	239
14	24.4	614	180
15	24.1	652	126
16	23.5	558	98
17	22.7	201	59
18	21.6	1	2
19	21.1	0	0
20	20.6	0	0
21	20.4	0	0
22	19.8	0	0
23	19.5	0	0
24	19.1	0	0
1	18.3	0	0
2	17.5	0	0
3	16.9	0	0
4	16.5	0	0
5	16.4	0	0
6	16.8	0	0
7	17.8	55	46
8	19.1	622	81
9	20.5	760	95
10	22.1	739	134
11	23.4	660	189
12	24.6	613	219
13	24.8	643	196
14	24.6	720	141
15	24	760	96
16	23.3	667	77
17	22.3	250	53
18	21.3	1	1
19	20.7	0	0
20	20.3	0	0
21	20.2	0	0
22	19.8	0	0
23	19.5	0	0
24	18.9	0	0
1	18.7	0	0
2	18.1	0	0
3	18.2	0	0
4	17	0	0
5	16.9	0	0
6	16.2	0	0
7	18.1	56	46
8	19.3	635	79
9	21.5	772	92
10	22.2	750	131
11	23.5	671	185
12	24.2	623	216
13	24.6	654	192
14	24.5	732	137
15	23.5	772	93
16	23	680	75
17	22.1	256	53
18	21.6	1	2
19	20.7	0	0
20	20.2	0	0
21	20.1	0	0
22	19.7	0	0
23	19.3	0	0
24	18.2	0	0
1	18	0	0
2	17.3	0	0
3	17.2	0	0
4	16.1	0	0
5	16	0	0
6	15.9	0	0
7	17.4	58	56
8	18.9	315	139
9	21	430	191
10	22.5	420	254
11	24.1	362	318
12	25.1	330	346
13	26	352	323
14	26.1	409	261
15	26	437	194
16	24.8	355	140
17	23.8	126	69
18	22.2	1	2
19	21.7	0	0
20	20.9	0	0
21	21	0	0
22	19.7	0	0
23	19.2	0	0
24	17.8	0	0
1	18	0	0
2	17.5	0	0
3	17.8	0	0
4	17	0	0
5	17.2	0	0
6	17.3	0	0
7	18.9	60	50
8	20.3	602	87
9	22	738	103
10	23.3	715	145
11	24.6	636	202
12	25.8	590	233
13	26	621	209
14	25.9	699	151
15	24.9	739	103
16	24.6	647	82
17	23.6	242	56
18	23	1	2
19	22	0	0
20	21.4	0	0
21	21	0	0
22	20.5	0	0
23	20.1	0	0
24	19.5	0	0
1	19.2	0	0
2	18.7	0	0
3	18.2	0	0
4	18.1	0	0
5	18.2	0	0
6	18.9	0	0
7	19.7	61	56
8	21.1	460	115
9	22.8	591	146
10	24	572	200
11	25.3	499	263
12	25.6	459	294
13	26.3	487	269
14	26	559	206
15	25.3	596	146
16	24.2	505	112
17	23.1	182	65
18	22.6	1	2
19	21.4	0	0
20	20.9	0	0
21	20.4	0	0
22	20.7	0	0
23	20.6	0	0
24	19.9	0	0
1	19.9	0	0
2	19.3	0	0
3	20	0	0
4	18.3	0	0
5	18.2	0	0
6	17.2	0	0
